P0,P1,P2,P3,P4
2.0764892578125,2.0107177734375,2.80186767578125,2.217010498046875,2.8617431640625
2.075103759765625,2.00460205078125,2.80726318359375,2.212078857421875,2.851116943359375
2.0771728515625,2.004974365234375,2.805224609375,2.21383056640625,2.860406494140625
2.078802490234375,2.0101806640625,2.809002685546875,2.21566162109375,2.85697021484375
2.07816162109375,2.00684814453125,2.8081787109375,2.2142333984375,2.863067626953125
2.0775390625,2.007568359375,2.80797119140625,2.216827392578125,2.85850830078125
2.075384521484375,2.005059814453125,2.803802490234375,2.21142578125,2.856219482421875
2.075115966796875,2.00675048828125,2.8011474609375,2.213385009765625,2.861029052734375
2.073828125,2.008734130859375,2.7978271484375,2.2114013671875,2.8556396484375
2.072576904296875,2.00517578125,2.79749755859375,2.210394287109375,2.858209228515625
